Nombre Cliente,Apellido Cliente,Fecha Nacimiento,Estado Civil,Genero,Correo Electrónico,Ingreso Anual,Numero de Hijos,Nivel Educativo Cliente,Ocupacion,Propietario Casa
NATHAN,LOPEZ,01/20/1989,Casado,M,nathan49@adventure-works.com," 30,000 ",0,Secundaria Completa,Empleado,Si
JACKSON,ZHANG,02/20/1985,Soltero,M,jackson25@adventure-works.com," 40,000 ",0,Universitaria Incompleta,Empleado,No
AIDAN,GONZALES,11/09/1982,Casado,M,aidan18@adventure-works.com," 30,000 ",0,Universitaria Incompleta,Empleado,No
CHARLES,SANCHEZ,01/23/1981,Soltero,M,charles65@adventure-works.com," 70,000 ",0,Universitaria Incompleta,Empleado,No
DEVON,GOEL,09/29/1975,Soltero,M,devon16@adventure-works.com," 130,000 ",0,Universitaria Postgrado,Empresario,No
RAFAEL,YE,08/19/1950,Casado,M,rafael10@adventure-works.com," 70,000 ",5,Universitaria Completa,Empresario,Si
EDUARDO,SCOTT,01/06/1952,Soltero,M,eduardo29@adventure-works.com," 110,000 ",2,Universitaria Completa,Empresario,Si
JONATHAN,JACKSON,05/15/1951,Soltero,M,jonathan65@adventure-works.com," 110,000 ",2,Universitaria Completa,Empresario,Si
JAMES,ROSS,04/13/1983,Soltero,M,james19@adventure-works.com," 60,000 ",0,Universitaria Incompleta,Empleado,No
SETH,SIMMONS,12/25/1982,Soltero,M,seth63@adventure-works.com," 60,000 ",0,Universitaria Incompleta,Independiente,No
WYATT,ANDERSON,09/03/1982,Soltero,M,wyatt10@adventure-works.com," 60,000 ",0,Universitaria Incompleta,Independiente,No
LOGAN,GARCIA,04/24/1980,Soltero,M,logan68@adventure-works.com," 20,000 ",0,Secundaria Incompleta,Comerciante,No
JOEL,FERNANDEZ,02/03/1981,Soltero,M,joel15@adventure-works.com," 30,000 ",0,Secundaria Completa,Comerciante,No
ALEJANDRO,MA,06/18/1963,Soltero,M,alejandro19@adventure-works.com," 90,000 ",2,Secundaria Completa,Independiente,Si
FRANKLIN,SHARMA,08/08/1952,Casado,M,franklin27@adventure-works.com," 70,000 ",5,Secundaria Completa,Independiente,Si
DOUGLAS,FERNANDEZ,10/13/1952,Soltero,M,douglas20@adventure-works.com," 70,000 ",5,Secundaria Completa,Independiente,Si
SPENCER,GONZALES,03/31/1962,Casado,M,spencer19@adventure-works.com," 90,000 ",3,Secundaria Completa,Independiente,No
GARY,DOMINGUEZ,01/24/1981,Soltero,M,gary23@adventure-works.com," 20,000 ",0,Secundaria Incompleta,Comerciante,No
LORRIN,SMITH-BATES,06/01/1979,Soltero,M,lorrin0@adventure-works.com," 20,000 ",0,Secundaria Incompleta,Comerciante,No
GILBERT,SHARMA,07/04/1979,Soltero,M,gilbert30@adventure-works.com," 40,000 ",2,Universitaria Incompleta,Deportista,Si
ETHAN,BUTLER,05/14/1978,Soltero,M,ethan10@adventure-works.com," 40,000 ",2,Universitaria Incompleta,Deportista,Si
ANTHONY,WHITE,09/19/1963,Casado,M,anthony20@adventure-works.com," 130,000 ",3,Universitaria Incompleta,Independiente,No
RAUL,CHANDER,04/28/1960,Casado,M,raul13@adventure-works.com," 90,000 ",4,Secundaria Completa,Independiente,No
ALEJANDRO,ZENG,06/20/1959,Casado,M,alejandro25@adventure-works.com," 110,000 ",4,Universitaria Incompleta,Independiente,Si
BRADLEY,KUMAR,09/12/1958,Casado,M,bradley10@adventure-works.com," 110,000 ",4,Universitaria Incompleta,Empresario,Si
TONY,PAL,11/25/1980,Soltero,M,tony15@adventure-works.com," 40,000 ",2,Universitaria Incompleta,Deportista,Si
CALVIN,LUO,07/06/1982,Casado,M,calvin6@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
OMAR,LAL,02/08/1979,Soltero,M,omar28@adventure-works.com," 40,000 ",2,Universitaria Incompleta,Deportista,Si
DARREN,ROMERO,08/12/1978,Soltero,M,darren31@adventure-works.com," 40,000 ",2,Universitaria Incompleta,Deportista,Si
DOUGLAS,MEHTA,08/07/1962,Casado,M,douglas18@adventure-works.com," 10,000 ",2,Universitaria Incompleta,Comerciante,Si
WILLIE,SUN,09/29/1968,Soltero,M,willie11@adventure-works.com," 20,000 ",1,Universitaria Incompleta,Comerciante,No
SERGIO,PRASAD,07/23/1966,Soltero,M,sergio10@adventure-works.com," 30,000 ",1,Universitaria Completa,Deportista,Si
BRAD,XIE,10/28/1959,Soltero,M,brad3@adventure-works.com," 10,000 ",3,Universitaria Incompleta,Comerciante,Si
GERALD,ROMERO,07/04/1974,Soltero,M,gerald17@adventure-works.com," 20,000 ",1,Secundaria Completa,Comerciante,No
CLARENCE,HUANG,11/10/1974,Casado,M,clarence1@adventure-works.com," 40,000 ",0,Universitaria Completa,Independiente,Si
ROBERTO,TOWNSEND,11/06/1971,Casado,M,roberto12@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
KARL,RAJE,10/30/1971,Casado,M,karl15@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
PEDRO,SUAREZ,11/13/1979,Soltero,M,pedro39@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,No
DEVON,CHANDER,08/22/1978,Soltero,M,devon13@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,Si
DWAYNE,ORTEGA,08/05/1979,Casado,M,dwayne20@adventure-works.com," 110,000 ",0,Secundaria Incompleta,Independiente,Si
MICAH,SUN,07/22/1983,Soltero,M,micah0@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,No
ROY,SRINI,03/30/1983,Soltero,M,roy9@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,No
CLARENCE,SHE,07/12/1982,Soltero,M,clarence16@adventure-works.com," 110,000 ",0,Universitaria Incompleta,Empresario,No
MARC,BLANCO,08/08/1980,Soltero,M,marc19@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,Si
GRANT,YUAN,02/28/1981,Casado,M,grant8@adventure-works.com," 100,000 ",0,Secundaria Completa,Empresario,No
TERRANCE,MADAN,10/30/1980,Casado,M,terrance5@adventure-works.com," 100,000 ",0,Secundaria Completa,Empresario,Si
STANLEY,PATEL,06/09/1979,Soltero,M,stanley3@adventure-works.com," 100,000 ",0,Secundaria Completa,Empresario,Si
ARTHUR,GOMEZ,10/07/1978,Soltero,M,arthur24@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,No
WARREN,CAI,05/09/1978,Soltero,M,warren34@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,No
CARL,SHAN,11/11/1978,Casado,M,carl10@adventure-works.com," 100,000 ",0,Secundaria Incompleta,Independiente,Si
RANDALL,BLANCO,02/05/1977,Casado,M,randall17@adventure-works.com," 70,000 ",2,Universitaria Completa,Empleado,Si
JEREMIAH,TOWNSEND,04/22/1957,Casado,M,jeremiah41@adventure-works.com," 40,000 ",2,Secundaria Incompleta,Empleado,Si
ERICK,SAI,05/23/1980,Soltero,M,erick5@adventure-works.com," 40,000 ",2,Universitaria Incompleta,Deportista,Si
ALEXIA,FOSTER,01/09/1975,Soltero,F,alexia13@adventure-works.com," 20,000 ",2,Secundaria Completa,Comerciante,Si
KRISTIN,ANDERSEN,04/10/1974,Casado,F,kristin14@adventure-works.com," 30,000 ",1,Universitaria Completa,Empleado,Si
MEREDITH,RUIZ,09/18/1986,Soltero,F,meredith24@adventure-works.com," 30,000 ",3,Universitaria Incompleta,Deportista,Si
BLAKE,COLLINS,07/10/1983,Soltero,M,blake47@adventure-works.com," 30,000 ",0,Universitaria Incompleta,Deportista,No
MEREDITH,PRASAD,01/20/1984,Soltero,F,meredith8@adventure-works.com," 30,000 ",0,Universitaria Incompleta,Deportista,No
DWAYNE,NAVARRO,02/07/1984,Casado,M,dwayne9@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
CASEY,NATH,05/26/1983,Casado,F,casey20@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
DIANA,ORTEGA,03/31/1965,Casado,F,diana21@adventure-works.com," 130,000 ",2,Universitaria Incompleta,Independiente,Si
WENDY,ALVAREZ,12/08/1964,Casado,F,wendy5@adventure-works.com," 120,000 ",3,Secundaria Completa,Independiente,Si
SUZANNE,ZHOU,10/29/1964,Soltero,F,suzanne10@adventure-works.com," 120,000 ",3,Secundaria Completa,Independiente,Si
COLLEEN,XIE,03/13/1964,Casado,F,colleen27@adventure-works.com," 130,000 ",3,Universitaria Incompleta,Independiente,Si
JENNIFER,GREEN,08/05/1988,Casado,F,jennifer17@adventure-works.com," 10,000 ",0,Universitaria Incompleta,Comerciante,No
ALAN,HE,12/12/1986,Casado,M,alan22@adventure-works.com," 10,000 ",0,Universitaria Postgrado,Comerciante,No
KARLA,SHE,03/02/1971,Casado,F,karla0@adventure-works.com," 20,000 ",1,Universitaria Postgrado,Deportista,Si
GERALD,RODRIGUEZ,06/19/1970,Casado,M,gerald5@adventure-works.com," 20,000 ",1,Universitaria Postgrado,Deportista,Si
MITCHELL,XU,02/12/1970,Casado,M,mitchell4@adventure-works.com," 10,000 ",1,Universitaria Completa,Comerciante,Si
KATHLEEN,ORTEGA,01/19/1967,Casado,F,kathleen21@adventure-works.com," 20,000 ",1,Universitaria Postgrado,Deportista,Si
KARI,GOMEZ,02/03/1965,Casado,F,kari22@adventure-works.com," 10,000 ",2,Universitaria Incompleta,Comerciante,Si
SEAN,HERNANDEZ,07/01/1963,Soltero,M,sean51@adventure-works.com," 10,000 ",2,Universitaria Incompleta,Comerciante,Si
RUTH,MADAN,07/28/1949,Casado,F,ruth12@adventure-works.com," 20,000 ",1,Universitaria Incompleta,Comerciante,Si
ALBERTO,RAMOS,08/18/1950,Casado,M,alberto17@adventure-works.com," 30,000 ",1,Universitaria Completa,Deportista,Si
WESLEY,GAO,08/08/1983,Soltero,M,wesley15@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,No
LOGAN,HERNANDEZ,05/14/1981,Casado,M,logan44@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,Si
EMMANUEL,GARCIA,06/01/1968,Soltero,M,emmanuel13@adventure-works.com," 20,000 ",1,Universitaria Incompleta,Comerciante,No
TIFFANY,LIN,06/03/1967,Casado,F,tiffany7@adventure-works.com," 20,000 ",2,Universitaria Incompleta,Comerciante,Si
TYRONE,HERNANDEZ,12/03/1967,Casado,M,tyrone3@adventure-works.com," 30,000 ",0,Universitaria Completa,Deportista,Si
JUSTIN,ALEXANDER,02/26/1968,Casado,M,justin16@adventure-works.com," 40,000 ",3,Universitaria Postgrado,Deportista,Si
BETH,ORTEGA,07/09/1977,Soltero,F,beth24@adventure-works.com," 10,000 ",2,Secundaria Completa,Comerciante,Si
CRISTINA,BECK,12/19/1977,Casado,F,cristina17@adventure-works.com," 30,000 ",0,Universitaria Completa,Deportista,No
WALTER,SERRANO,08/27/1953,Casado,M,walter9@adventure-works.com," 150,000 ",3,Universitaria Postgrado,Empresario,No
XAVIER,BAILEY,09/22/1962,Casado,M,xavier83@adventure-works.com," 80,000 ",4,Universitaria Incompleta,Independiente,No
CLAYTON,JAI,09/24/1984,Soltero,M,clayton29@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,No
ALEJANDRO,LUO,02/11/1962,Casado,M,alejandro32@adventure-works.com," 130,000 ",5,Universitaria Incompleta,Independiente,No
CARL,SHE,12/11/1961,Casado,M,carl0@adventure-works.com," 150,000 ",2,Universitaria Completa,Empresario,Si
DEREK,RAJE,04/29/1988,Soltero,M,derek12@adventure-works.com," 10,000 ",0,Universitaria Incompleta,Comerciante,No
JOE,RAMOS,01/06/1982,Casado,M,joe41@adventure-works.com," 110,000 ",0,Universitaria Incompleta,Empresario,No
LACEY,RAJE,05/15/1978,Casado,F,lacey4@adventure-works.com," 100,000 ",0,Secundaria Incompleta,Independiente,Si
JOHNNY,LAL,05/06/1982,Casado,M,johnny9@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
TAMARA,CHEN,01/28/1981,Soltero,F,tamara33@adventure-works.com," 20,000 ",0,Secundaria Incompleta,Comerciante,No
TARA,RAJI,06/13/1981,Casado,F,tara22@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
ALISHA,CHANDER,08/13/1988,Soltero,F,alisha40@adventure-works.com," 10,000 ",0,Universitaria Incompleta,Comerciante,No
KELLIE,HERNANDEZ,07/11/1987,Soltero,F,kellie4@adventure-works.com," 10,000 ",1,Secundaria Completa,Comerciante,No
CEDRIC,LIU,01/22/1983,Casado,M,cedric4@adventure-works.com," 100,000 ",0,Secundaria Completa,Empresario,Si
BRITTNEY,MA,09/20/1984,Soltero,F,brittney14@adventure-works.com," 10,000 ",1,Secundaria Completa,Comerciante,No
HOLLY,FERNANDEZ,12/22/1981,Soltero,F,holly15@adventure-works.com," 80,000 ",0,Universitaria Completa,Independiente,No
MELISSA,PATTERSON,07/13/1984,Soltero,F,melissa5@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,Si
KRISTINA,FERNANDEZ,05/28/1986,Soltero,F,kristina16@adventure-works.com," 10,000 ",0,Universitaria Incompleta,Comerciante,No
TYRONE,ORTEGA,10/24/1984,Soltero,M,tyrone21@adventure-works.com," 10,000 ",1,Secundaria Completa,Comerciante,No
LAURA,ZHOU,04/20/1981,Soltero,F,laura15@adventure-works.com," 120,000 ",5,Secundaria Incompleta,Independiente,Si
MICHELE,MADAN,09/14/1982,Soltero,F,michele63@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,Si
JIMMY,TRAVERS,10/13/1983,Casado,M,jimmy15@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,Si
TRISHA,ZHOU,01/04/1981,Soltero,F,trisha3@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,Si
MARSHALL,LI,07/07/1980,Soltero,M,marshall2@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,No
STACY,NAVARRO,10/21/1980,Soltero,F,stacy10@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,Si
TAMARA,PAL,12/22/1980,Soltero,F,tamara23@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,No
RUTH,GONZALEZ,03/28/1979,Casado,F,ruth22@adventure-works.com," 80,000 ",0,Universitaria Completa,Independiente,Si
MOHAMED,PAL,07/31/1978,Casado,M,mohamed2@adventure-works.com," 110,000 ",0,Secundaria Completa,Empresario,Si
MINDY,KUMAR,06/06/1979,Casado,F,mindy12@adventure-works.com," 110,000 ",0,Secundaria Incompleta,Independiente,Si
GARY,GUTIERREZ,01/04/1980,Casado,M,gary22@adventure-works.com," 110,000 ",0,Secundaria Incompleta,Independiente,Si
LOUIS,LIANG,04/01/1977,Casado,M,louis11@adventure-works.com," 160,000 ",0,Universitaria Completa,Empresario,Si
BRENDAN,XIE,12/28/1952,Casado,M,brendan3@adventure-works.com," 10,000 ",5,Secundaria Completa,Empleado,Si
BROOKE,WARD,12/22/1973,Soltero,F,brooke11@adventure-works.com," 60,000 ",2,Universitaria Completa,Independiente,No
MICHELE,CHANDE,04/09/1964,Soltero,F,michele15@adventure-works.com," 70,000 ",2,Secundaria Completa,Empleado,Si
FELICIA,MORENO,07/29/1977,Casado,F,felicia5@adventure-works.com," 90,000 ",1,Universitaria Postgrado,Empresario,No
LESLIE,HERNANDEZ,01/01/1978,Soltero,F,leslie4@adventure-works.com," 100,000 ",1,Universitaria Postgrado,Empresario,Si
RAFAEL,RAJE,12/07/1977,Casado,M,rafael38@adventure-works.com," 110,000 ",1,Universitaria Postgrado,Empresario,Si
ANNA,MARTINEZ,06/26/1978,Soltero,F,anna55@adventure-works.com," 80,000 ",4,Universitaria Postgrado,Empresario,Si
NICHOLE,SHEN,09/06/1975,Soltero,F,nichole2@adventure-works.com," 70,000 ",5,Universitaria Completa,Independiente,Si
ETHAN,JONES,02/13/1963,Soltero,M,ethan33@adventure-works.com," 80,000 ",2,Universitaria Incompleta,Empleado,No
ERICA,YE,11/02/1973,Casado,F,erica9@adventure-works.com," 60,000 ",3,Universitaria Completa,Independiente,Si
KRYSTAL,HU,12/11/1973,Soltero,F,krystal20@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,No
REGINALD,SERRANO,02/05/1956,Casado,M,reginald2@adventure-works.com," 30,000 ",2,Universitaria Incompleta,Deportista,No
WILSON,PAIS,04/20/1958,Casado,M,wilson0@adventure-works.com," 40,000 ",2,Universitaria Completa,Empresario,No
KENDRA,DIAZ,09/25/1954,Soltero,F,kendra3@adventure-works.com," 30,000 ",2,Universitaria Incompleta,Deportista,Si
AUTUMN,WANG,09/22/1961,Casado,F,autumn1@adventure-works.com," 40,000 ",3,Universitaria Incompleta,Empleado,No
DENNIS,ZENG,03/07/1962,Casado,M,dennis24@adventure-works.com," 40,000 ",3,Universitaria Incompleta,Empleado,No
KELVIN,LIN,06/28/1963,Casado,M,kelvin27@adventure-works.com," 80,000 ",2,Secundaria Completa,Empleado,No
JUAN,PETERSON,05/13/1966,Soltero,M,juan15@adventure-works.com," 130,000 ",0,Universitaria Postgrado,Empresario,Si
ELIZABETH,ALEXANDER,11/18/1967,Casado,F,elizabeth47@adventure-works.com," 120,000 ",1,Universitaria Completa,Empresario,Si
DEANNA,MARTIN,10/28/1967,Soltero,F,deanna25@adventure-works.com," 130,000 ",0,Universitaria Postgrado,Empresario,No
GREGORY,BECKER,06/29/1971,Soltero,M,gregory24@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,No
EBONY,MUNOZ,09/24/1970,Casado,F,ebony30@adventure-works.com," 60,000 ",1,Universitaria Completa,Independiente,Si
CURTIS,WANG,03/14/1971,Casado,M,curtis2@adventure-works.com," 60,000 ",1,Universitaria Completa,Independiente,Si
HANNAH,BUTLER,11/02/1969,Soltero,F,hannah36@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
BRYANT,SANCHEZ,09/30/1974,Soltero,M,bryant19@adventure-works.com," 100,000 ",0,Universitaria Completa,Independiente,No
CLAUDIA,ZHANG,07/18/1974,Soltero,F,claudia0@adventure-works.com," 100,000 ",0,Universitaria Completa,Independiente,No
JACLYN,GUO,01/27/1974,Soltero,F,jaclyn19@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,No
CATHERINE,COX,10/19/1973,Casado,F,catherine9@adventure-works.com," 80,000 ",0,Universitaria Completa,Independiente,Si
CARMEN,PEREZ,04/27/1964,Soltero,F,carmen3@adventure-works.com," 70,000 ",1,Universitaria Incompleta,Empleado,No
BRADLEY,LAL,09/22/1948,Casado,M,bradley11@adventure-works.com," 30,000 ",2,Universitaria Incompleta,Deportista,No
WILLIE,XU,04/26/1951,Casado,M,willie24@adventure-works.com," 70,000 ",2,Universitaria Postgrado,Empresario,Si
CASSANDRA,VAN,04/28/1986,Casado,F,cassandra4@adventure-works.com," 20,000 ",0,Universitaria Completa,Deportista,Si
CAROL,NELSON,04/27/1986,Soltero,F,carol13@adventure-works.com," 10,000 ",0,Universitaria Incompleta,Comerciante,Si
SANDRA,LU,04/13/1986,Soltero,F,sandra18@adventure-works.com," 10,000 ",0,Universitaria Incompleta,Comerciante,Si
CHERYL,BLANCO,10/28/1986,Casado,F,cheryl18@adventure-works.com," 20,000 ",0,Universitaria Completa,Deportista,No
CONNOR,LI,12/23/1969,Casado,M,connor21@adventure-works.com," 40,000 ",4,Secundaria Completa,Empleado,Si
KIMBERLY,WATSON,09/21/1969,Casado,F,kimberly3@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
AMANDA,TURNER,01/20/1980,Casado,F,amanda48@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Empleado,Si
ISABELLA,CAMPBELL,04/21/1963,Casado,F,isabella37@adventure-works.com," 60,000 ",2,Secundaria Completa,Independiente,No
MORGAN,WILLIAMS,04/05/1962,Casado,F,morgan25@adventure-works.com," 60,000 ",2,Secundaria Incompleta,Empleado,No
OLIVIA,PERRY,06/03/1961,Soltero,F,olivia53@adventure-works.com," 70,000 ",3,Universitaria Postgrado,Empresario,Si
MELISSA,GONZALES,11/12/1964,Soltero,F,melissa12@adventure-works.com," 70,000 ",3,Universitaria Incompleta,Independiente,Si
MARCUS,PERRY,07/08/1978,Casado,M,marcus57@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Independiente,Si
MIGUEL,LEWIS,07/08/1959,Soltero,M,miguel21@adventure-works.com," 40,000 ",3,Universitaria Incompleta,Independiente,No
MADELINE,NELSON,10/03/1959,Casado,F,madeline9@adventure-works.com," 40,000 ",3,Universitaria Incompleta,Independiente,No
ISAAC,ADAMS,09/12/1988,Soltero,M,isaac36@adventure-works.com," 30,000 ",0,Secundaria Completa,Empleado,No
ALLEN,ARTHUR,04/23/1985,Soltero,M,allen6@adventure-works.com," 30,000 ",0,Secundaria Incompleta,Deportista,No
DALTON,WATSON,01/08/1977,Soltero,M,dalton70@adventure-works.com," 80,000 ",0,Universitaria Completa,Empresario,Si
JAMES,LAL,06/05/1982,Casado,M,james45@adventure-works.com," 50,000 ",0,Universitaria Postgrado,Empleado,Si
DEVIN,MURPHY,11/21/1974,Casado,M,devin82@adventure-works.com," 80,000 ",0,Universitaria Postgrado,Empleado,Si
JACQUELINE,HUGHES,02/10/1967,Soltero,F,jacqueline12@adventure-works.com," 40,000 ",2,Universitaria Incompleta,Deportista,Si
IAN,ALEXANDER,08/11/1967,Soltero,M,ian59@adventure-works.com," 40,000 ",2,Universitaria Incompleta,Deportista,Si
KAYLA,HAYES,11/02/1980,Soltero,F,kayla47@adventure-works.com," 50,000 ",0,Universitaria Postgrado,Empleado,Si
NOAH,CHEN,09/18/1981,Soltero,M,noah22@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Empleado,Si
GRACE,SIMMONS,09/09/1980,Casado,F,grace63@adventure-works.com," 50,000 ",1,Universitaria Completa,Empleado,Si
JASMINE,PETERSON,03/29/1980,Casado,F,jasmine33@adventure-works.com," 50,000 ",1,Universitaria Completa,Empleado,Si
ISAIAH,HALL,04/02/1980,Soltero,M,isaiah46@adventure-works.com," 70,000 ",1,Universitaria Postgrado,Independiente,No
DEVON,PAL,08/02/1978,Casado,M,devon10@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
ALEXANDER,MILLER,11/11/1977,Casado,M,alexander11@adventure-works.com," 60,000 ",2,Universitaria Completa,Empleado,Si
SARA,KELLY,12/04/1977,Soltero,F,sara3@adventure-works.com," 60,000 ",2,Universitaria Completa,Empleado,No
BRENDA,RODRIGUEZ,11/07/1979,Soltero,F,brenda23@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Independiente,Si
ELIZABETH,WOOD,09/17/1979,Casado,F,elizabeth31@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Independiente,Si
AMANDA,WRIGHT,08/04/1977,Casado,F,amanda63@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Independiente,Si
BRIANNA,DIAZ,06/07/1976,Casado,F,brianna67@adventure-works.com," 70,000 ",2,Universitaria Completa,Empleado,Si
JUSTIN,ZHANG,12/01/1975,Soltero,M,justin21@adventure-works.com," 40,000 ",0,Universitaria Completa,Independiente,No
FAITH,BROOKS,01/24/1979,Soltero,F,faith23@adventure-works.com," 70,000 ",3,Universitaria Postgrado,Independiente,No
